,id,n_pulses,n_emitters,n_types,min_ToA,min_Frequency,min_PulseWidth,min_AoA,min_Amplitude,max_ToA,max_Frequency,max_PulseWidth,max_AoA,max_Amplitude,mean_ToA,mean_Frequency,mean_PulseWidth,mean_AoA,mean_Amplitude,std_ToA,std_Frequency,std_PulseWidth,std_AoA,std_Amplitude
153,config_127,128256,50,42,487813.04207758827,307.77305778611486,0.0080932363111115,-179.8042680838954,-174.0509519654165,29332871.84820611,11953.903934604885,212.55106781518103,179.99440323860173,-25.07455766374657,13836424.599633582,3657.570240437716,5.0148492860095555,-3.6007420905660443,-84.77596961450242,6751270.86559863,1611.1845534017657,13.093836147242577,82.44612536511208,13.845713693315268
154,config_128,115347,50,46,123776.32344226692,23.699066822643815,0.0070808535776868,-179.99988125127615,-172.51106934365768,28742698.160198785,11933.773084563418,351.39330865401644,179.99940649686906,-11.10389311487828,13196161.10211041,3442.5046376380287,19.90977112694835,-36.66971454112296,-82.93171858207336,6679557.673545091,1500.0776214724624,42.37763641237557,116.69402438868558,16.164199299118827
155,config_129,103054,27,33,570508.244277132,25.06934971752479,0.0731231380727457,-179.90535926537189,-163.90766537163034,29119956.23801609,10010.954584894642,345.4637718371829,179.89759857076464,-10.322473791325672,11513287.294434428,5826.28267220798,19.18073931718816,1.0555855867437458,-86.5155888548496,7299018.980343685,2832.090119336394,45.05990332462003,66.35738465887682,16.439137489798057
156,config_130,166169,68,48,218474.58251037655,11.06374748073072,0.0352831685671479,-179.99723859120192,-171.52539625189814,29294202.35105602,11404.923209607898,348.75615471826404,179.99987903315065,-2.6339709729081124,14015240.85424072,2967.5091451118187,17.975920534675037,52.3419086117808,-79.2409746682056,7763200.194080732,2631.348444354081,39.21199284964924,74.81080125221636,22.30892017868975
157,config_131,36513,8,14,600010.7186182316,1269.1649409490665,0.0071111382237269,-161.7512436492498,-176.47248367824352,29288403.423817866,11985.56369869851,108.77804941398868,148.4157478547948,-31.891698969564693,15314542.41588397,4372.91324871292,11.60061380053804,-76.84591189214996,-81.26358142706712,7940101.539250346,1289.5045797416142,28.392511496247003,117.51065248317444,13.5239184906595
158,config_132,53869,25,25,1004107.2904639628,375.8735444528933,0.0439612461031338,-114.3380601304254,-155.32721152865307,29259924.211920723,10001.549271524844,107.61780822704306,144.89025552679772,-26.821368510591228,14474514.948853208,4321.417912435782,8.409967903293419,5.286831664901503,-93.22700508081718,6915020.4951662915,2698.429934448217,23.894016710345213,57.32822169758416,12.84148687282213
159,config_133,46272,24,25,350303.7799937162,28.463593505238787,0.1662803029404707,-178.30742797678116,-167.59865985349117,29398812.3809967,11406.945097843833,356.43019270801386,143.06765992775576,-12.847602667831666,12374421.342569005,3114.727594949771,44.35009462797628,62.99180963688987,-80.55786146730946,7175246.032803675,1350.3889440180565,73.72152830278151,55.72384759388685,21.60868789916307
160,config_134,8160,5,7,2902223.3888014676,2797.631064684434,0.4755952473806273,-154.95329784261193,-153.9180130315855,28446481.161734138,9610.73138564458,106.9230356362084,102.79541253910578,-37.27940000898259,12395166.035604086,3722.439068513359,36.51087954115415,92.55170831548833,-80.27215537583326,2866035.4837981365,1239.95842767033,42.28615330211017,8.881496998572228,16.43273826417746
161,config_135,18720,8,12,1323727.7052363215,1219.5066367580353,0.1890288010213967,-179.99974313223737,-155.37935876169558,28684704.778981306,10028.286537257722,52.32865372504451,179.99996072935767,-34.91378757153883,18084620.97982168,3981.0448713576143,5.435901389975392,-72.33675574231457,-82.81917259890814,6785407.868400134,815.0898689177974,11.967929826571478,133.47518762961644,17.171882520196945
162,config_136,112647,65,44,243662.9978936,15.702895445264964,0.0366056021731222,-179.9888142047759,-166.57943561182614,29348982.120362535,10012.714809281528,338.6598181931055,179.98783458671969,-4.311339743819099,12767749.402376974,5012.1449273526205,15.182567024895675,-19.773112108432223,-84.61347206161571,7279839.061599884,3454.796843269135,30.148648980409856,87.1766345034785,20.01297214842129
163,config_137,63907,22,24,714761.6027651908,18.388887809766697,0.0685541967923292,-179.9996833302882,-156.0864644856507,29243195.72029228,10004.36056519728,354.6335371955999,179.99989423968296,-3.943489498232283,15223631.455368804,2842.345180681144,19.429661600421355,-47.248312984634424,-80.2636412101219,6872275.778203037,2434.896100601889,62.06759398739035,153.95276756378993,23.93572599196097
164,config_138,116603,74,49,29211.9015249995,9.156062359820968,0.0226378980535015,-179.5673021201509,-171.03506378785752,29298676.40565292,11403.805075893237,355.6299770058753,179.48903403010908,4.176592608894557,14544749.605281483,4686.940876610616,32.94138389545918,36.79216935663922,-82.24527780369829,6975859.396093911,3320.3516375146273,77.19644744032931,84.98024595967466,24.650676891611557
165,config_139,120981,24,27,101638.2437458336,13.566204824709075,0.0487452045305492,-173.83965191124128,-162.3762465063811,29105216.73755057,11403.622210352216,349.4275106920135,170.69710638506982,-4.837245414402499,17108799.931586735,3498.336922970478,8.929823947349226,14.746841090052609,-84.53769991449148,7262238.173265478,2695.0867648422936,36.02214024490276,94.8810227230975,15.54156931158335
166,config_140,126671,26,24,402185.7922378114,10.811156908605122,0.045904707178897,-179.99937252012563,-162.2078465134683,29297725.506969135,10010.636485585184,355.39255280802297,179.99942038520572,-1.2749863013314835,11968734.998249684,7422.766587952697,11.603217727110506,47.95762392688439,-86.9021042530877,6923492.605335886,2715.7316261829137,40.44964747221303,107.28719725986156,14.095798379020756
167,config_141,46833,20,20,700711.3918671374,149.8347046482379,0.1191341410900454,-138.58833556784393,-166.52513528058168,28727526.13252249,11933.101713897142,52.77673196068716,175.30453283359287,-12.21308156900906,14483525.99102191,3639.2903262842137,14.602816427267005,70.09647726387476,-84.35213835149347,6098418.9119404685,2389.0063499808,19.469730978244396,59.170795473671696,17.554095788126812
168,config_142,123774,47,38,13028.361439090648,4.810544091714242,0.0288256906194468,-177.42147800279295,-158.5273165768078,29294023.82966999,10011.44413822176,348.9354199948175,175.2028479939554,4.293084946863276,13743361.545090836,3618.541469638321,24.037021745790337,3.4181484919178913,-83.27164960069408,7441818.019437676,2940.1912238902155,72.84248657960414,93.24534581298109,22.85452220171304
169,config_143,7635,7,9,3434196.825633219,2931.9420558758693,0.0436665742441836,-149.11204359733088,-161.95707943379503,29189015.697183017,9600.975179928908,20.793754831406385,65.57719814869458,-41.205827869031225,23971492.38730205,7291.610928848901,1.243962567444943,-25.90257304068391,-93.78876397026944,4259902.087608573,2696.2135886587826,1.3506209496260018,33.20129887003527,15.86045334754036
170,config_144,147563,51,48,408809.4836216899,149.60075828815616,0.0295005161334324,-164.62433195507234,-165.71701334748286,29291295.92127775,10029.0250763654,208.07284435692415,178.03936476841423,-35.361532195365754,12713593.357144222,5588.770676051053,6.3665644146941895,-41.46769561974294,-86.07741802174715,6457661.847695828,3174.65713026329,16.464239256964955,83.90329060020188,13.749023704714782
171,config_145,108823,68,55,250181.48812351335,357.3095874159948,0.0072861122789879,-179.9623119636402,-183.56258051488777,29295546.59844794,11970.938388910385,219.84703447410783,179.99981979432567,-12.825371629983652,14052865.043638978,3996.5174271609662,5.245308966722767,-11.133787683706071,-91.1787398807101,6912532.103877558,2498.0625311658487,16.117710793325188,66.82176067832879,13.843480178093984
172,config_146,57868,12,13,709860.8688144224,1344.9073074979738,0.2272933061794232,-161.86504554802767,-151.58050102739128,29299830.707882,9521.405218095975,210.89105538142263,138.36647027346282,-45.23498684534856,13768131.380034786,8700.120248146097,0.7437135283753897,6.735023899373461,-97.8210972925294,7626397.860173428,1367.0094404832428,3.6307441768578985,57.60513087220237,10.195851633964198
173,config_147,130277,47,41,200199.86110691563,336.31455359116217,0.1181122147860457,-178.93679052573643,-159.95481702415134,29099872.89998799,12002.4672778003,106.46005920025029,179.19585064507186,-25.49736559241451,14353958.354482964,3635.41023392629,1.382558501411043,-42.937228328025384,-89.78366841141218,8067954.179211233,2730.067760516807,7.931234884032555,51.96842489341855,13.208287193828196
174,config_148,100946,40,37,2337.004896197805,149.6939296628754,0.039084298118871,-179.9666816049603,-165.38521947770457,29346458.29347408,11979.978005608118,109.52482784718984,179.88841659495696,-33.80907035496899,14653189.20128204,4964.256831175095,5.776965806229904,41.06343690607808,-85.7199583339728,7114229.965297669,2660.8209737082475,13.954777662793092,57.35030865826417,16.06083227915264
175,config_149,26624,11,14,200715.72826459468,1257.9060700356115,0.0305236717419642,-124.18076611502758,-164.82376270792153,29236189.50944626,9513.011780264518,212.6490735116174,139.22905299060437,-38.57942472764734,11939234.518374678,3334.6248791438416,32.11183122096593,100.1009346294708,-87.23075696273203,5933512.768816042,1162.5123443174607,42.10216914058508,51.57823210528782,12.33034840116481
176,config_150,36442,28,24,468923.6097580429,26.10907213300598,0.007676114830891,-179.40223262077564,-171.3244970779654,28749749.29041746,16035.207077922256,353.64455208376023,179.99591469248924,-7.142003018877645,15329183.990334384,2219.336300996742,35.08022188298789,37.071211843763166,-68.86029702068844,7185958.086619708,3167.2365802310196,75.09513670279881,76.80648221753036,26.347787257900432
177,config_151,60646,37,41,292838.7681857511,428.9810151957846,0.0069708161632661,-178.82647287184577,-186.50956028056055,29109059.357477967,16059.688407941168,214.56729430132285,179.1721944693953,-22.704604768531485,14990578.580276037,3996.385414580936,2.8427011724619944,42.730590829271705,-93.10255408959944,7568989.134953693,2573.15632587342,16.010370612116624,97.02200446615616,11.759889856303012
178,config_152,113385,55,47,350092.2541516762,7.078920386249845,0.0308911218769876,-179.98664395721502,-151.267559326073,29198841.283115458,9507.9911633868,355.45844110920075,179.98789260111752,-1.617481958303269,13790837.502637375,4800.053641664779,24.48772449192108,46.71033143746561,-83.66607776614204,6621367.281533934,3443.0489648684156,66.47603117737309,101.27602341027722,22.01389990034756
179,config_153,25490,17,19,714679.1264019762,12.345317538093925,0.0499583772980251,-179.2357221580983,-154.30944695729485,28748517.892064113,9507.465423534964,348.96511805497175,179.9307073249749,-5.8989913339398825,15901509.30120474,1874.9365393136788,25.97184477799432,15.891654591205288,-74.42746714127554,6392857.713219751,1965.589138747628,68.19239521663845,79.05911319702996,24.561906695271517
180,config_154,67883,22,25,743556.2042293618,1136.125950368146,0.0430399174910513,-167.15904334400437,-157.0921762129397,29019765.669031136,9606.92400449991,202.8330878056991,164.57806250299188,-38.995176898337846,15030112.314710531,4305.701909509782,8.802980589036526,36.80365539820821,-90.43588363730778,7881772.467856096,2676.860744825593,25.42467460783612,100.97806521730664,13.379268423436596
181,config_155,100948,65,46,526349.1134773016,19.730304637677328,0.0069102058968303,-175.71479843494092,-185.8970045205332,29348871.465857875,16072.35015317895,362.6729616004651,177.75099329525435,-0.1611841507336424,13012853.624645056,5575.8455777965555,23.563139815191622,47.92370265771456,-87.74897852094227,7077389.911026342,3512.9902042277927,70.98284243489012,75.29533086849004,23.7400790463138
182,config_156,102439,61,53,355906.2107655687,149.29890706184642,0.0075329847725821,-179.85022944510308,-175.37148477057735,29297639.42412627,11956.77942092554,106.11615743450976,179.8333050405052,-23.185910464845655,13063675.185694829,4597.712712409006,7.565159375730773,30.3828659749802,-85.65902511966603,6760865.962076686,2820.1661138805457,17.89582178367378,97.12393024556631,17.99960834303792
183,config_157,128500,64,49,446268.1394418145,149.16584953760005,0.0303013819216904,-176.80256289743727,-164.5305149668144,29197560.149035927,10012.554350054748,217.77428770027777,179.2982033399944,-27.90504613341561,12898693.911968354,5666.3391276880875,6.218977230040214,23.166354425551333,-88.32440277378348,6666186.573842772,3224.302962941735,16.080209127712944,91.95603524504924,16.05116737112836
184,config_158,316787,75,47,350025.747082512,17.91668793679809,0.0411708633015001,-179.997935483197,-170.5723280354036,29299773.438445386,9987.136297163392,350.23491864605086,179.9972440338931,-4.409644721348566,14224685.957046095,4419.123404048521,9.709642677927894,-60.172288045189966,-86.36903796507379,7224958.25632516,2683.1386312772024,38.82164914384956,97.29452714454196,13.566855605199384
185,config_159,66272,32,38,308221.6614757844,28.056692852361927,0.1820225169138368,-159.8970629025701,-166.9885605496722,29298637.379137374,10035.699369153535,352.5794944757481,167.9189403211197,-10.52726347607892,10406992.524583936,7168.361135203206,12.38185058788476,-56.93234959657613,-89.6693403567006,7407138.752396189,2894.645217676308,56.289567866739304,77.82573810067123,17.78781669070891
186,config_160,126160,43,37,402473.88101293147,24.67299230597412,0.0101591924173271,-169.38570191287346,-177.44995410695475,28748611.74163463,11962.59873475127,343.3019749297465,166.17132869630376,-10.65027449810438,14988548.505562918,3896.774051277875,11.052751488347138,43.18109202919515,-87.72791451609008,6770597.960337753,2283.834667337585,27.37819730331808,78.7451491657407,12.887354957660436
187,config_161,87745,29,32,352040.43289778027,1124.196867282126,0.0321942137044742,-172.91183575447172,-174.11856140815598,29343224.75492304,11987.775923940755,107.17229820560868,173.58513043847614,-58.647473174653584,11709463.741467647,3334.269701338908,0.6159482678692056,38.89645628881176,-91.93391186113126,6051267.168562173,1538.4228718363972,5.890906082650423,71.20575618982981,7.002114731441402
188,config_162,59078,15,17,1000102.313260888,1219.630953852722,0.1844820818815419,-146.25903469500616,-166.98857875005498,28748418.5030162,10042.555642749085,106.51804784480792,149.6620006454458,-42.46753087121018,10675301.26458465,7939.207552301564,6.3581843318674,44.7122353296444,-92.31303095990587,7059086.160727994,2291.861559830515,21.445127811543443,70.3280657240353,13.904215256629003
189,config_163,104249,41,37,100270.4077169972,22.916276222270156,0.0331186901324719,-172.4706975372995,-162.16427828891665,29199281.541120894,11919.210107636589,358.81125586468147,172.55717095347586,-7.507871832360471,15388716.647884462,3451.19965431691,20.638515177700125,-39.05333703111436,-80.37719420527071,6924895.7907262575,2520.027715742732,50.89425106960958,92.88344654494206,20.175023105888855
190,config_164,2790,6,8,700494.226708093,2798.1138085302377,0.0352062415116312,-125.02641423884008,-164.61486756429676,26296956.70360868,9418.332844559993,4.726975066796662,171.64482821482147,-39.77119279796391,12042734.805455957,4248.7072351528195,1.652007108740266,-30.685320442031426,-94.95871792604856,4938041.579720965,854.617364197615,0.8890813253810451,50.85228465904407,11.550260569409613
191,config_165,21333,9,12,701104.5715996191,21.66428572377546,0.1638929921728227,-52.950295888941355,-156.51722021973768,28740670.723423425,9515.729974311163,348.5871742524684,125.62171526565308,-5.041239975072937,9953142.991928283,2346.6822277735646,30.40320201312556,39.39087499940837,-82.51038699399462,4645950.673920689,1729.524306390161,88.14138019401838,25.25410780657563,23.741754984213795
192,config_166,157012,55,37,488368.25373418146,5.247914431802819,0.044303003709421,-179.98725193106085,-175.3352390570928,29153634.019661807,10034.663923832568,345.4758899866947,179.94326673749623,1.651766238377156,19294470.405623287,7016.4360867615405,6.824512636113605,2.2927784096765382,-80.09092493196438,6810296.5168141555,3019.548399215031,35.35914707458892,58.089160134115644,17.583721589832862
193,config_167,10546,7,11,5027433.14777247,149.21294159802574,0.2821365484118801,-65.91508598083749,-148.3754157221386,28449251.567527127,6107.976627883991,37.23039869875048,123.1580507868566,-46.187033072465525,15170142.91418706,1122.4382150300075,21.153551467803123,-8.187307645444918,-72.11039777350238,4832063.788915689,1321.2873052851885,13.723143705809672,45.1578491555214,14.704540996825276
194,config_168,24614,19,21,2905077.4068611013,1269.254910588212,0.0594473421163913,-179.9597740142754,-155.56008079652747,28798798.909445383,10008.088696919383,52.779107650604864,179.73665622876794,-33.30279581543741,16166521.347657925,3734.629914900143,11.669535291797812,10.253950653588042,-84.96564287951827,5896996.034131637,1539.0369559045514,18.45788618536529,68.54629813617903,17.83645398886034
195,config_169,6668,4,4,1129902.8269329302,1211.9814517420975,0.4831455132985651,-92.98840140830804,-147.64048728595645,17448862.200260293,9605.273717167172,104.36012481932204,100.62487698829722,-33.98912851338396,4641231.047378639,3341.6637128403486,21.409994956938476,81.28048379848963,-77.5080085900672,2313192.6215560385,609.7168976990398,23.172987770076084,16.86360588394594,11.673653259897216
196,config_170,196224,58,51,351183.99359883956,25.148850067771555,0.1314823546826029,-179.4663685699697,-165.20946904440913,29268561.99228031,11404.246314607668,351.966783508698,168.04237252084425,-1.6175738381920008,13081754.442116214,3490.7560145541624,18.72953762361719,18.180352430239605,-85.87973574376217,6258828.802025141,2406.7410993832204,38.20271143102914,85.98078930953314,15.05359198024229
197,config_171,65051,29,32,1104339.3822459674,149.4787275973308,0.0346502699803718,-162.42131841775748,-162.88624137137438,29294987.570475787,9510.74387610961,210.4846295126397,164.2076808826214,-28.20126313961607,14702838.158021197,6091.172393321396,9.112083826027584,-6.717854492404491,-85.4664929994624,7117184.74383578,3774.9285409988847,18.19121854816734,71.53069044127247,17.78522360852828
198,config_172,95855,45,41,721657.2476963669,149.71839752281184,0.0978416256574531,-179.95982765418685,-160.9732039400172,29002089.534877703,10013.401187297815,108.60439721232292,179.91721624408655,-27.329065053776255,11877134.922670385,3614.531674189924,22.511891868793025,-10.51503166748624,-83.55391480231688,6295809.849529189,2402.225032204088,32.405603350330445,90.01455233592587,16.67504359875251
199,config_173,4,2,3,12016388.17968918,3250.222843854634,0.2417621678672427,-96.85730664415718,-155.9045783108851,19836939.561077517,9375.639011762716,0.7881466036874166,112.41767572863778,-90.8714946595436,15906993.14897266,6320.857605592102,0.4827688111401106,7.844127797001825,-126.63234828231546,3888717.0014261743,3045.9487943858526,0.2233199089925587,104.5336277405199,26.723940151564243
200,config_174,117547,62,42,237429.23504605624,149.65984412877043,0.0069687744164504,-179.90824673857904,-166.66114073151414,29282928.886538193,10989.025439903377,212.61311329527376,175.80734927472793,-21.298426502943663,15449023.87043072,3033.162920355944,5.786373291718354,47.34590111468124,-86.55137857878266,6080347.242096161,2158.3277800121327,14.77222442559561,83.53684693349744,14.56376448286754
201,config_175,29383,30,32,411663.3593743321,1173.687017589793,0.0487976977181215,-127.65578566785618,-174.45895181105487,28698098.337710075,9993.352999807035,107.9189136247331,178.85166960880616,-46.92823165118668,14633897.614293622,4018.0653895531977,2.700617342556765,31.423843000649413,-90.45536313435082,6552188.582734641,1384.6550545050793,10.956424215808438,59.6694862936275,13.46914540541601
202,config_176,81554,37,34,366165.8147748434,26.935756676817995,0.0318177167553356,-171.5378439385902,-153.21042957815357,29098682.363453753,10008.753777211572,344.4980681950752,173.693546977001,6.77404538128118,14619650.280679248,2837.346553912314,19.898159083390873,-15.71624515496594,-84.87256843544965,6643893.710190919,1578.4811371628557,49.00466186119616,86.11448577644133,14.815269579935176
203,config_177,224213,63,49,350631.2346285995,17.034670161258706,0.0266481434812537,-179.7254173717056,-177.81580964075118,29314084.93824307,12003.835504637967,348.8737962901997,179.9964122070818,-1.0304551914647495,14313422.879081974,5793.312021705319,10.015038919380403,38.150841754162805,-86.55783233918108,7085713.264112326,2997.611223475779,33.291337617992944,118.24962897118436,12.93007563798879
204,config_178,162760,65,49,109056.41072391688,11.201591874058998,0.0521965262470506,-179.99791920675247,-167.6777409530199,29241513.6935381,11403.064337229152,346.9240300917621,179.95544500819562,2.1527453671232526,15298143.88163288,3800.374788708412,10.470220313758295,39.08534216777163,-88.55027200804335,6897860.533674183,2782.6577847787175,31.28997457072356,70.80402730831186,16.93180732871608
205,config_179,101549,26,28,350377.3236878421,21.583290682158403,0.0333044444366915,-177.40901536413173,-167.18302789376185,29178050.89437112,9977.710292664178,351.4725270880494,179.22990655140927,0.4673117022052553,15177972.10044036,2600.640881341119,9.922377497622795,103.90618007764184,-80.54958292406127,7786346.4531694595,667.5985380131248,47.98079006593404,43.09329757208464,13.493411257539584
206,config_180,47097,50,40,954410.871145876,306.9288099184823,0.038331218693822,-179.93371251235988,-179.20474809757468,29162837.81085871,11869.27003305276,209.79594989314367,179.81942531457463,-17.854504253299275,15047975.427755184,5552.2156645335535,11.337520408874465,90.00114006370659,-92.38647323447412,6963597.202488,3154.650387346427,24.420644149364342,95.5137939505502,15.799309113659186
207,config_181,148333,19,25,797015.5234429747,27.25151676784254,0.0273349453808234,-178.2746183074703,-163.06395031929324,29299864.72986037,11405.346887272655,344.96811171518857,137.1163934393628,-6.294384391360069,13377476.404130574,7936.809995787216,7.692449384018021,21.23122526675059,-82.97028089047075,7953495.411929738,2803.9648651641187,35.92367708309021,56.299070808137714,14.642302941248904
208,config_182,215769,67,50,351137.2738006514,13.181423313866826,0.0338593678896627,-179.9995555920934,-171.17158166552645,29299661.402773794,11995.8351619247,345.7713611310887,179.9999595438261,7.37705827304291,12813226.03932928,7399.226348938686,5.129153076898556,11.766583356754548,-88.52498524785318,7310943.196414054,2975.7016291324803,18.084779362578303,111.32678631517544,15.653093599142956
209,config_183,31794,31,30,356928.98146523524,448.5396302789535,0.2209296546213243,-179.9709951620149,-158.99510704350186,28748449.847994592,9422.170564196404,207.9690657447899,179.89511186767106,-36.65728636307843,17131592.164863333,4636.283820610267,16.617728295021195,-49.87756621935535,-92.1737040867215,6592966.409298349,2659.3293664476523,33.44638577304736,102.9714569640868,16.693754012973162
210,config_184,92453,53,45,184678.0514513858,303.2558575659114,0.0069162300119616,-179.99790241190473,-182.41261170537115,28735608.92582036,16052.839958052486,104.7587844739532,179.98924076362346,-31.85684037687173,13784653.254739933,5306.186678210775,6.193482996610052,60.64012824169409,-89.11413023468283,7526166.893265489,2788.7312043952356,14.179001404453103,105.77500650181562,15.20968286080339
211,config_185,92379,42,39,373505.4856022218,14.16033385388788,0.0340261303514252,-129.9855266936023,-150.71253358495736,28748462.826844785,9515.12638058966,357.59347144317474,178.56502212867326,-3.1295139382482184,15263915.561247148,4685.603437719621,13.88498090794196,34.59591472890911,-88.01982502300444,5932004.378193677,3185.3115375112184,50.84566477206486,71.62529117755976,19.11202794152642
212,config_186,7696,12,21,2251829.9218357503,1052.6443490290694,0.0691098656220267,-160.10091289313127,-150.48868875658977,28734596.76355349,9825.68641602272,106.28373902304558,170.88876227538736,-36.91979889546459,17101129.158834197,6854.220529689188,8.677779199800078,-19.176402480982333,-94.26294145403554,4941243.549144463,2920.429672243307,22.381857615832253,61.887135035597346,15.561781043620355
213,config_187,339429,74,51,335503.01366619836,27.90497359115318,0.0477070925385527,-179.86515538407903,-165.3043697232204,29347517.3804188,11401.816197723252,344.82396611473104,179.97705026219526,-12.49982929340939,14123429.316827938,6307.215386123018,3.24641145751852,22.40078931316734,-82.59841727482969,6840995.23716988,3340.976353144912,18.137134199131204,115.20330844644928,14.072841086279569
214,config_188,133471,55,44,700436.8404831673,149.87333552850072,0.0263641906149883,-179.89965253565063,-176.98058431061057,29297059.231603023,11691.861052371009,216.4130295625623,179.8879014867332,-21.62741601455538,12079425.352231285,6902.594377593124,6.788527576056152,-83.42632918724462,-83.84921795689498,5907985.537120793,3261.0682483551236,19.707195725233333,59.87156808601312,12.907346319127807
215,config_189,103876,65,51,351879.98077685817,6.468325973872121,0.076133175756492,-178.44867036083434,-162.7415501544631,29294592.026533484,10026.90225534604,352.15560190279535,179.50497432519245,13.678334015150718,14028227.434828844,3395.4285083811214,12.316353015320392,82.69671829818719,-87.02847842615945,7105670.56687239,2426.5563257470317,43.12630893408149,66.97107714963819,21.14603480286833
216,config_190,13145,22,24,2250460.7651697304,8.060328051940767,0.0431832804579384,-175.0484517190557,-169.26962119171557,28248495.287168667,10008.516718362707,342.5373632350881,152.20771119525045,5.145651829651056,15826051.700965092,3559.6821212488007,21.5330918611575,-65.33654289445306,-88.1082755486059,6882832.9040949885,2507.897699679491,72.60919186402715,118.76979182496662,25.68127818922996
217,config_191,149215,64,47,103938.8588345695,149.44602831633478,0.0229620210140257,-179.99996372054653,-170.59144746905545,29159083.321693096,10022.389275608291,106.94061331131962,179.9993787392315,-2.011376660516457,14467193.477668723,3178.0324764927927,13.334195072550456,-1.1561971870656027,-83.76062287825344,6865697.779834625,2587.839144017993,23.366427984720037,106.8053713004145,18.78596579391076
218,config_192,58391,32,32,358688.5975381826,25.70956655104192,0.006978985526884,-179.88557176504395,-165.43354913916966,29108444.523123942,10989.045771532205,351.92948388185266,179.74704215315478,-12.512333965602222,12480839.319370562,6890.565890328493,12.865473747255624,-70.85750581494148,-89.25382056556042,5809980.183808123,3510.147450593411,59.61232433741296,87.98735458374199,20.35220844997737
219,config_193,137339,47,41,353451.23029650614,19.67256235635373,0.0525393697936658,-169.9827852936097,-168.37137636163175,29382886.33275872,11404.389736687726,347.947052173635,170.61251298037135,-4.294410635042423,12934538.301605634,5568.736591051798,14.483592607828088,-0.1448488397684234,-88.02284574917252,6449959.664719767,3140.37020202368,52.887420555427376,68.69087101435068,17.025355584323645
220,config_194,167849,56,40,200605.60966759027,8.717790008411612,0.0426237608952074,-179.8459547400786,-165.29287119453062,29463085.91925577,11404.740092125392,345.83526632755377,175.8336336115735,0.1082442753023578,15486501.80500902,2758.5368124340453,7.132102293079048,-2.2271515341338657,-89.50138523011081,7604569.659189037,1681.8254796202364,38.78553254606801,100.25576841331016,14.742875877416443
221,config_195,148698,44,46,200911.6028517825,14.503367649816788,0.006928207983261,-158.09686313736924,-162.19952182670397,29241277.45309671,11993.536427457291,355.2149115944898,171.15206457750392,-1.8627783974195016,14946082.280790452,4658.300248387301,20.210159552254503,-14.067230906221704,-84.27108666287538,7586574.195735311,2253.9203482747275,51.98885457034195,89.1847647137311,17.934090639090865
222,config_196,190991,36,37,301723.1657430712,27.62401929412937,0.0312396591051978,-179.87699351302828,-161.5459514524914,28528443.510809563,11404.961837319372,351.67673441565034,179.92545619911203,-12.323412145353856,13908266.462172369,4280.090187420202,5.908203904073357,-4.3453899693121185,-88.09541248210715,7651942.256866014,3068.303523371342,24.148359647130015,92.65520824666172,8.946526775913263
223,config_197,27934,28,33,269395.48501216294,19.853065927301767,0.2150482166864082,-179.48598121686734,-158.73206119907744,29299742.16578604,9601.088334243022,349.61843918336757,179.9997351487662,-1.4520705279002786,17068125.197478842,5418.635911929954,23.02567180844979,-13.67630115241609,-83.08781841896888,7369507.823087447,3832.705324852586,69.56556696700645,76.63234083644117,29.065813025966325
224,config_198,4687,7,10,2909.78433229898,364.902825491738,0.0072356816727599,-145.7128671369308,-166.0736815953688,28148914.27358512,11997.214851810151,17.061558241426788,141.68896435410275,-14.768678582998236,14958356.255618451,5697.57953098665,5.57614709984718,77.02685797309272,-89.68344147592899,6466736.026719537,4175.037192612987,6.937978762466558,52.24492777103786,26.55694089344507
225,config_199,231297,53,46,712789.3245708825,8.711527222946348,0.0320723379135984,-179.9996249773293,-164.56525145816462,29299871.50174196,10010.392744108553,345.79547924977624,179.9992580229794,1.3274050066256768,13840977.486659003,5083.1658760103355,10.088648942663582,-45.95234455946346,-79.91080288466526,6789400.55598952,3702.3486353572225,31.029073535897417,92.39662272344644,15.864064445287283
226,config_200,122243,49,44,722836.6859366373,27.270750415799547,0.0105075112439314,-174.8251356561135,-171.63815267398888,29347783.80907284,11938.00648069028,344.9817791332433,179.44538629903832,-7.949799743756939,11295997.098537693,5444.224805547859,21.017839529511573,50.563362767507755,-84.20598493919549,7628358.320439731,3365.876165855652,48.92364515822477,73.7387809732409,18.576533889839663
227,config_201,19694,7,40,359588.32766210433,149.88679248036846,0.1672575025697987,-50.206866709275914,-149.11500520645188,28444436.144361835,6110.335531742632,48.37228913144927,114.84138257083868,-43.728410148646695,11105855.339865236,1589.9548465810838,7.354078506895769,80.65586699990205,-84.70776132204857,3782701.9307196504,900.074919850679,14.592741848419458,35.090876847732254,12.14692676703987
228,config_200,135436,46,44,351717.54474796343,27.1891096092584,0.0071357044971337,-179.7736439220607,-172.7253721809008,29298275.721321713,11991.232847328229,366.4817147433001,179.85731744552575,-9.004848221220746,11548752.3646151,6135.905828304812,14.5989678389042,16.819212766601645,-87.17970481468609,7715805.446522114,3230.87956899713,44.84887911156349,80.01000244766189,17.20739878076832
229,config_201,115300,53,40,350198.8956948381,13.527521595728157,0.0069038081822217,-149.4092738496476,-177.13709880165015,29325985.38811344,16059.746194325906,353.378020330873,154.25174331564975,-3.1965823156053026,13937791.7956348,4993.540345080438,14.178077886268492,-25.828251278682785,-85.78572414125512,7661341.232080794,3836.063339203478,34.14702950898362,88.64069333880317,19.6299653502276
